CASNumber,HazardCode
2536-05-2, H335, STOT SE 3
2536-05-2, H373, STOT RE 2
2536-05-2, H315, Skin Irrit. 2
2536-05-2, H319, Eye Irrit. 2
2536-05-2, H334, Resp. Sens. 1
2536-05-2, H317, Skin Sens. 1
5873-54-1, H351, Carc. 2
5873-54-1, H332, Acute Tox. 4
5873-54-1, H335, STOT SE 3
5873-54-1, H373, STOT RE 2
5873-54-1, H315, Skin Irrit. 2
5873-54-1, H319, Eye Irrit. 2
5873-54-1, H334, Resp. Sens. 1
5873-54-1, H317, Skin Sens. 1
26447-40-5, H351, Carc. 2
26447-40-5, H332, Acute Tox. 4
26447-40-5, H335, STOT SE 3
26447-40-5, H373, STOT RE 2
26447-40-5, H315, Skin Irrit. 2
26447-40-5, H319, Eye Irrit. 2
26447-40-5, H334, Resp. Sens. 1
26447-40-5, H317, Skin Sens. 1
91-08-7, H351, Carc. 2
91-08-7, H330, Acute Tox. 2
91-08-7, H335, STOT SE 3
91-08-7, H315, Skin Irrit. 2
91-08-7, H319, Eye Irrit. 2
91-08-7, H334, Resp. Sens. 1
91-08-7, H317, Skin Sens. 1
91-08-7, H412, Aquatic Chronic 3
584-84-9, H351, Carc. 2
584-84-9, H330, Acute Tox. 2
584-84-9, H335, STOT SE 3
584-84-9, H315, Skin Irrit. 2
584-84-9, H319, Eye Irrit. 2
584-84-9, H334, Resp. Sens. 1
584-84-9, H317, Skin Sens. 1
584-84-9, H412, Aquatic Chronic 3
26471-62-5, H351, Carc. 2
26471-62-5, H330, Acute Tox. 2
26471-62-5, H335, STOT SE 3
26471-62-5, H315, Skin Irrit. 2
26471-62-5, H319, Eye Irrit. 2
26471-62-5, H334, Resp. Sens. 1
26471-62-5, H317, Skin Sens. 1
26471-62-5, H412, Aquatic Chronic 3
3173-72-6, H332, Acute Tox. 4
3173-72-6, H335, STOT SE 3
3173-72-6, H315, Skin Irrit. 2
3173-72-6, H319, Eye Irrit. 2
3173-72-6, H334, Resp. Sens. 1
3173-72-6, H412, Aquatic Chronic 3
4098-71-9, H331, Acute Tox. 3
4098-71-9, H335, STOT SE 3
4098-71-9, H315, Skin Irrit. 2
4098-71-9, H319, Eye Irrit. 2
4098-71-9, H334, Resp. Sens. 1
4098-71-9, H317, Skin Sens. 1
4098-71-9, H411, Aquatic Chronic 2
5124-30-1, H331, Acute Tox. 3
5124-30-1, H335, STOT SE 3
5124-30-1, H315, Skin Irrit. 2
5124-30-1, H319, Eye Irrit. 2
5124-30-1, H334, Resp. Sens. 1
5124-30-1, H317, Skin Sens. 1
16938-22-0, H331, Acute Tox. 3
16938-22-0, H335, STOT SE 3
16938-22-0, H315, Skin Irrit. 2
16938-22-0, H319, Eye Irrit. 2
16938-22-0, H334, Resp. Sens. 1
15646-96-5, H331, Acute Tox. 3
15646-96-5, H335, STOT SE 3
15646-96-5, H315, Skin Irrit. 2
15646-96-5, H319, Eye Irrit. 2
15646-96-5, H334, Resp. Sens. 1
822-06-0, H331, Acute Tox. 3
822-06-0, H335, STOT SE 3
822-06-0, H315, Skin Irrit. 2
822-06-0, H319, Eye Irrit. 2
822-06-0, H334, Resp. Sens. 1
822-06-0, H317, Skin Sens. 1
4083-64-1, H335, STOT SE 3
4083-64-1, H315, Skin Irrit. 2
4083-64-1, H319, Eye Irrit. 2
4083-64-1, H334, Resp. Sens. 1
420-04-2, H351, Carc. 2
420-04-2, H361fd, Repr. 2
420-04-2, H311, Acute Tox. 3
420-04-2, H301, Acute Tox. 3
420-04-2, H373, STOT RE 2
420-04-2, H314, Skin Corr. 1
420-04-2, H318, Eye Dam. 1
420-04-2, H317, Skin Sens. 1
420-04-2, H412, Aquatic Chronic 3
7276-58-6, H302, Acute Tox. 4
115-31-1, H302, Acute Tox. 4
115-31-1, H400, Aquatic Acute 1
115-31-1, H410, Aquatic Chronic 1
590-28-3, H302, Acute Tox. 4
156-62-7, H302, Acute Tox. 4
156-62-7, H335, STOT SE 3
156-62-7, H318, Eye Dam. 1
112-56-1, H226, Flam. Liq. 3
112-56-1, H311, Acute Tox. 3
112-56-1, H301, Acute Tox. 3
538-75-0, H311, Acute Tox. 3
538-75-0, H302, Acute Tox. 4
538-75-0, H318, Eye Dam. 1
538-75-0, H317, Skin Sens. 1
6317-18-6, H330, Acute Tox. 2
6317-18-6, H301, Acute Tox. 3
6317-18-6, H314, Skin Corr. 1B
6317-18-6, H317, Skin Sens. 1
6317-18-6, H400, Aquatic Acute 1
2451-62-9, H340, Muta. 1B
2451-62-9, H331, Acute Tox. 3
2451-62-9, H301, Acute Tox. 3
2451-62-9, H373, STOT RE 2
2451-62-9, H318, Eye Dam. 1
2451-62-9, H317, Skin Sens. 1
2451-62-9, H412, Aquatic Chronic 3
79277-18-2, H373, STOT RE 2
79277-18-2, H334, Resp. Sens. 1
79277-18-2, H317, Skin Sens. 1
83056-32-0, H226, Flam. Liq. 3
83056-32-0, H341, Muta. 2
83056-32-0, H332, Acute Tox. 4
83056-32-0, H373, STOT RE 2
83056-32-0, H318, Eye Dam. 1
83056-32-0, H334, Resp. Sens. 1
1943-82-4, H331, Acute Tox. 3
1943-82-4, H302, Acute Tox. 4
1943-82-4, H314, Skin Corr. 1A
1943-82-4, H334, Resp. Sens. 1
1943-82-4, H317, Skin Sens. 1
1943-82-4, H411, Aquatic Chronic 2
47073-92-7, H332, Acute Tox. 4
47073-92-7, H302, Acute Tox. 4
47073-92-7, H373, STOT RE 2
47073-92-7, H318, Eye Dam. 1
47073-92-7, H400, Aquatic Acute 1
47073-92-7, H410, Aquatic Chronic 1
101657-77-6, H317, Skin Sens. 1
101657-77-6, H412, Aquatic Chronic 3
77375-79-2, H302, Acute Tox. 4
77375-79-2, H373, STOT RE 2
77375-79-2, H318, Eye Dam. 1
77375-79-2, H334, Resp. Sens. 1
77375-79-2, H317, Skin Sens. 1
3535-84-0, H330, Acute Tox. 2
3535-84-0, H300, Acute Tox. 2
3535-84-0, H312, Acute Tox. 4
3535-84-0, H373, STOT RE 2
3535-84-0, H411, Aquatic Chronic 2
122886-55-9, H413, Aquatic Chronic 4
104-12-1, H330, Acute Tox. 2
104-12-1, H302, Acute Tox. 4
104-12-1, H335, STOT SE 3
104-12-1, H315, Skin Irrit. 2
104-12-1, H318, Eye Dam. 1
104-12-1, H334, Resp. Sens. 1
104-12-1, H400, Aquatic Acute 1
104-12-1, H410, Aquatic Chronic 1
68-12-2, H360D, Repr. 1B
68-12-2, H332, Acute Tox. 4
68-12-2, H312, Acute Tox. 4
68-12-2, H319, Eye Irrit. 2
640-19-7, H300, Acute Tox. 2
640-19-7, H311, Acute Tox. 3
79-06-1, H350, Carc. 1B
79-06-1, H340, Muta. 1B
79-06-1, H361f, Repr. 2
79-06-1, H301, Acute Tox. 3
79-06-1, H332, Acute Tox. 4
79-06-1, H312, Acute Tox. 4
79-06-1, H372, STOT RE 1
79-06-1, H315, Skin Irrit. 2
79-06-1, H319, Eye Irrit. 2
79-06-1, H317, Skin Sens. 1
93-71-0, H312, Acute Tox. 4
93-71-0, H302, Acute Tox. 4
93-71-0, H315, Skin Irrit. 2
93-71-0, H319, Eye Irrit. 2
93-71-0, H411, Aquatic Chronic 2
1918-13-4, H302, Acute Tox. 4
1085-98-9, H332, Acute Tox. 4
1085-98-9, H319, Eye Irrit. 2
1085-98-9, H317, Skin Sens. 1
1085-98-9, H400, Aquatic Acute 1
957-51-7, H302, Acute Tox. 4
957-51-7, H412, Aquatic Chronic 3
1918-16-7, H302, Acute Tox. 4
1918-16-7, H319, Eye Irrit. 2
1918-16-7, H317, Skin Sens. 1
1918-16-7, H400, Aquatic Acute 1
1918-16-7, H410, Aquatic Chronic 1
709-98-8, H302, Acute Tox. 4
709-98-8, H400, Aquatic Acute 1
127-65-1, H302, Acute Tox. 4
127-65-1, H314, Skin Corr. 1B
127-65-1, H334, Resp. Sens. 1
127-19-5, H360D, Repr. 1B
127-19-5, H332, Acute Tox. 4
127-19-5, H312, Acute Tox. 4
719-96-0, H315, Skin Irrit. 2
110-69-0, H311, Acute Tox. 3
110-69-0, H302, Acute Tox. 4
110-69-0, H319, Eye Irrit. 2
96-29-7, H351, Carc. 2
96-29-7, H312, Acute Tox. 4
96-29-7, H318, Eye Dam. 1
96-29-7, H317, Skin Sens. 1
15972-60-8, H351, Carc. 2
15972-60-8, H302, Acute Tox. 4
15972-60-8, H317, Skin Sens. 1
15972-60-8, H400, Aquatic Acute 1
15972-60-8, H410, Aquatic Chronic 1
5836-73-7, H300, Acute Tox. 2
15263-52-2, H312, Acute Tox. 4
15263-52-2, H302, Acute Tox. 4
15263-52-2, H400, Aquatic Acute 1
15263-52-2, H410, Aquatic Chronic 1
134-62-3, H302, Acute Tox. 4
134-62-3, H315, Skin Irrit. 2
134-62-3, H319, Eye Irrit. 2
134-62-3, H412, Aquatic Chronic 3
37924-13-3, H302, Acute Tox. 4
37924-13-3, H319, Eye Irrit. 2
34014-18-1, H302, Acute Tox. 4
34014-18-1, H400, Aquatic Acute 1
34014-18-1, H410, Aquatic Chronic 1
25366-23-8, H302, Acute Tox. 4
25366-23-8, H400, Aquatic Acute 1
25366-23-8, H410, Aquatic Chronic 1
60-35-5, H351, Carc. 2
20108-78-5, H361f, Repr. 2
20108-78-5, H319, Eye Irrit. 2
20108-78-5, H317, Skin Sens. 1
62-55-5, H350, Carc. 1B
62-55-5, H302, Acute Tox. 4
62-55-5, H315, Skin Irrit. 2
62-55-5, H319, Eye Irrit. 2
62-55-5, H412, Aquatic Chronic 3
108673-51-4, H317, Skin Sens. 1
108673-51-4, H413, Aquatic Chronic 4
66710-66-5, H318, Eye Dam. 1
66710-66-5, H317, Skin Sens. 1
30043-49-3, H317, Skin Sens. 1
30043-49-3, H400, Aquatic Acute 1
30043-49-3, H410, Aquatic Chronic 1
50563-36-5, H302, Acute Tox. 4
50563-36-5, H317, Skin Sens. 1
50563-36-5, H400, Aquatic Acute 1
50563-36-5, H410, Aquatic Chronic 1
69581-33-5, H301, Acute Tox. 3
69581-33-5, H312, Acute Tox. 4
69581-33-5, H400, Aquatic Acute 1
69581-33-5, H410, Aquatic Chronic 1
57966-95-7, H361fd, Repr. 2
57966-95-7, H302, Acute Tox. 4
57966-95-7, H373, STOT RE 2
57966-95-7, H317, Skin Sens. 1
57966-95-7, H400, Aquatic Acute 1
57966-95-7, H410, Aquatic Chronic 1
79-07-2, H361f, Repr. 2
79-07-2, H301, Acute Tox. 3
79-07-2, H317, Skin Sens. 1
34256-82-1, H351, Carc. 2
34256-82-1, H361f, Repr. 2
34256-82-1, H332, Acute Tox. 4
34256-82-1, H335, STOT SE 3
34256-82-1, H373, STOT RE 2
34256-82-1, H315, Skin Irrit. 2
34256-82-1, H317, Skin Sens. 1
34256-82-1, H400, Aquatic Acute 1
34256-82-1, H410, Aquatic Chronic 1
88918-84-7, H318, Eye Dam. 1
88918-84-7, H317, Skin Sens. 1
88918-84-7, H411, Aquatic Chronic 2
117827-06-2, H317, Skin Sens. 1
97888-41-0, H318, Eye Dam. 1
142859-67-4, H317, Skin Sens. 1
142859-67-4, H413, Aquatic Chronic 4
122371-93-1, H317, Skin Sens. 1
122371-93-1, H413, Aquatic Chronic 4
1939-27-1, H373, STOT RE 2
1939-27-1, H411, Aquatic Chronic 2
103055-07-8, H317, Skin Sens. 1
103055-07-8, H400, Aquatic Acute 1
103055-07-8, H410, Aquatic Chronic 1
75-12-7, H360D, Repr. 1B
79-16-3, H360D, Repr. 1B
36734-19-7, H351, Carc. 2
36734-19-7, H400, Aquatic Acute 1
36734-19-7, H410, Aquatic Chronic 1
23950-58-5, H351, Carc. 2
23950-58-5, H400, Aquatic Acute 1
23950-58-5, H410, Aquatic Chronic 1
123-39-7, H360D, Repr. 1B
123-39-7, H312, Acute Tox. 4
119462-56-5, H373, STOT RE 2
119462-56-5, H318, Eye Dam. 1
119462-56-5, H317, Skin Sens. 1
119462-56-5, H400, Aquatic Acute 1
119462-56-5, H410, Aquatic Chronic 1
124172-53-8, H319, Eye Irrit. 2
124172-53-8, H412, Aquatic Chronic 3
70693-57-1, H314, Skin Corr. 1B
70693-57-1, H412, Aquatic Chronic 3
106917-30-0, H331, Acute Tox. 3
106917-30-0, H302, Acute Tox. 4
106917-30-0, H373, STOT RE 2
106917-30-0, H314, Skin Corr. 1A
106917-30-0, H400, Aquatic Acute 1
106917-30-0, H410, Aquatic Chronic 1
79881-89-3, H302, Acute Tox. 4
79881-89-3, H373, STOT RE 2
115662-06-1, H361f, Repr. 2
174393-75-0, H317, Skin Sens. 1
120187-29-3, H341, Muta. 2
120187-29-3, H413, Aquatic Chronic 4
104958-67-0, H319, Eye Irrit. 2
104958-67-0, H317, Skin Sens. 1
104958-67-0, H412, Aquatic Chronic 3
65197-96-8, H302, Acute Tox. 4
65197-96-8, H318, Eye Dam. 1
112410-23-8, H411, Aquatic Chronic 2
140921-24-0, H317, Skin Sens. 1
24856-00-6, H302, Acute Tox. 4
24856-00-6, H317, Skin Sens. 1
24856-00-6, H400, Aquatic Acute 1
24856-00-6, H410, Aquatic Chronic 1
129604-78-0, H317, Skin Sens. 1
27080-42-8, H317, Skin Sens. 1
27080-42-8, H412, Aquatic Chronic 3
168900-02-5, H400, Aquatic Acute 1
168900-02-5, H410, Aquatic Chronic 1
52658-19-2, H319, Eye Irrit. 2
52658-19-2, H317, Skin Sens. 1
52658-19-2, H411, Aquatic Chronic 2
112006-75-4, H317, Skin Sens. 1
112006-75-4, H412, Aquatic Chronic 3
41107-56-6, H341, Muta. 2
70918-74-0, H331, Acute Tox. 3
70918-74-0, H311, Acute Tox. 3
70918-74-0, H301, Acute Tox. 3
70918-74-0, H373, STOT RE 2
70918-74-0, H411, Aquatic Chronic 2
59653-74-6, H340, Muta. 1B
59653-74-6, H331, Acute Tox. 3
59653-74-6, H302, Acute Tox. 4
59653-74-6, H373, STOT RE 2
59653-74-6, H318, Eye Dam. 1
59653-74-6, H317, Skin Sens. 1
129217-90-9, H317, Skin Sens. 1
129217-90-9, H411, Aquatic Chronic 2
119126-15-7, H411, Aquatic Chronic 2
10218-17-4, H302, Acute Tox. 4
10218-17-4, H315, Skin Irrit. 2
149182-72-9, H302, Acute Tox. 4
149182-72-9, H412, Aquatic Chronic 3
120298-38-6, H317, Skin Sens. 1
120298-38-6, H400, Aquatic Acute 1
120298-38-6, H410, Aquatic Chronic 1
71626-11-4, H400, Aquatic Acute 1
71626-11-4, H410, Aquatic Chronic 1
15545-48-9, H351, Carc. 2
15545-48-9, H361d, Repr. 2
15545-48-9, H400, Aquatic Acute 1
15545-48-9, H410, Aquatic Chronic 1
13684-63-4, H400, Aquatic Acute 1
13684-63-4, H410, Aquatic Chronic 1
142891-20-1, H351, Carc. 2
142891-20-1, H317, Skin Sens. 1
142891-20-1, H400, Aquatic Acute 1
142891-20-1, H410, Aquatic Chronic 1
144550-36-7, H400, Aquatic Acute 1
144550-36-7, H410, Aquatic Chronic 1
141776-32-1, H400, Aquatic Acute 1
141776-32-1, H410, Aquatic Chronic 1
113136-77-9, H302, Acute Tox. 4
113136-77-9, H411, Aquatic Chronic 2
126833-17-8, H411, Aquatic Chronic 2
144651-06-9, H373, STOT RE 2
144651-06-9, H400, Aquatic Acute 1
144651-06-9, H410, Aquatic Chronic 1
13684-56-5, H400, Aquatic Acute 1
13684-56-5, H410, Aquatic Chronic 1
777891-21-1, H361f, Repr. 2
777891-21-1, H317, Skin Sens. 1
777891-21-1, H400, Aquatic Acute 1
777891-21-1, H410, Aquatic Chronic 1
65797-42-4, H302, Acute Tox. 4
65797-42-4, H412, Aquatic Chronic 3
129205-19-2, H317, Skin Sens. 1
129205-19-2, H411, Aquatic Chronic 2
105726-67-8, H302, Acute Tox. 4
96141-86-5, H400, Aquatic Acute 1
96141-86-5, H410, Aquatic Chronic 1
90076-65-6, H311, Acute Tox. 3
90076-65-6, H301, Acute Tox. 3
90076-65-6, H373, STOT RE 2
90076-65-6, H314, Skin Corr. 1B
90076-65-6, H412, Aquatic Chronic 3
151338-11-3, H400, Aquatic Acute 1
151338-11-3, H410, Aquatic Chronic 1
139756-01-7, H302, Acute Tox. 4
139756-01-7, H373, STOT RE 2
139756-01-7, H412, Aquatic Chronic 3
42774-15-2, H302, Acute Tox. 4
42774-15-2, H319, Eye Irrit. 2
17193-28-1, H302, Acute Tox. 4
17193-28-1, H372, STOT RE 1
17193-28-1, H318, Eye Dam. 1
130016-98-7, H400, Aquatic Acute 1
130016-98-7, H410, Aquatic Chronic 1
149118-66-1, H302, Acute Tox. 4
149118-66-1, H318, Eye Dam. 1
149118-66-1, H400, Aquatic Acute 1
149118-66-1, H410, Aquatic Chronic 1
136522-17-3, H302, Acute Tox. 4
136522-17-3, H412, Aquatic Chronic 3
71526-07-3, H317, Skin Sens. 1
71526-07-3, H411, Aquatic Chronic 2
112226-61-6, H317, Skin Sens. 1
112226-61-6, H411, Aquatic Chronic 2
136465-81-1, H302, Acute Tox. 4
136465-81-1, H318, Eye Dam. 1
136465-81-1, H412, Aquatic Chronic 3
133336-92-2, H317, Skin Sens. 1
133336-92-2, H413, Aquatic Chronic 4
156052-68-5, H317, Skin Sens. 1
156052-68-5, H400, Aquatic Acute 1
156052-68-5, H410, Aquatic Chronic 1
93629-90-4, H341, Muta. 2
93629-90-4, H318, Eye Dam. 1
93629-90-4, H317, Skin Sens. 1
93629-90-4, H412, Aquatic Chronic 3
149591-38-8, H361f, Repr. 2
149591-38-8, H319, Eye Irrit. 2
149591-38-8, H413, Aquatic Chronic 4
106700-29-2, H302, Acute Tox. 4
106700-29-2, H317, Skin Sens. 1
106700-29-2, H400, Aquatic Acute 1
106700-29-2, H410, Aquatic Chronic 1
142776-95-2, H413, Aquatic Chronic 4
139481-22-4, H302, Acute Tox. 4
139481-22-4, H412, Aquatic Chronic 3
84245-12-5, H350, Carc. 1B
84245-12-5, H340, Muta. 1B
84245-12-5, H360FD, Repr. 1B
171887-03-9, H302, Acute Tox. 4
171887-03-9, H318, Eye Dam. 1
171887-03-9, H317, Skin Sens. 1
171887-03-9, H412, Aquatic Chronic 3
125971-96-2, H413, Aquatic Chronic 4
125971-57-5, H317, Skin Sens. 1
125971-57-5, H411, Aquatic Chronic 2
104560-40-9, H400, Aquatic Acute 1
104560-40-9, H410, Aquatic Chronic 1
204277-61-2, H413, Aquatic Chronic 4
114565-70-7, H302, Acute Tox. 4
114565-70-7, H318, Eye Dam. 1
114565-70-7, H400, Aquatic Acute 1
114565-70-7, H410, Aquatic Chronic 1
90357-53-2, H373, STOT RE 2
90357-53-2, H411, Aquatic Chronic 2
61551-69-7, H317, Skin Sens. 1
61551-69-7, H412, Aquatic Chronic 3
67669-19-6, H412, Aquatic Chronic 3
192463-88-0, H413, Aquatic Chronic 4
149961-52-4, H351, Carc. 2
149961-52-4, H361d, Repr. 2
149961-52-4, H332, Acute Tox. 4
149961-52-4, H400, Aquatic Acute 1
149961-52-4, H410, Aquatic Chronic 1
113614-08-7, H400, Aquatic Acute 1
113614-08-7, H410, Aquatic Chronic 1
120116-88-3, H400, Aquatic Acute 1
120116-88-3, H410, Aquatic Chronic 1
168612-06-4, H319, Eye Irrit. 2
168612-06-4, H317, Skin Sens. 1
136997-71-2, H317, Skin Sens. 1
92771-56-7, H317, Skin Sens. 1
92771-56-7, H413, Aquatic Chronic 4
6485-67-2, H319, Eye Irrit. 2
6485-67-2, H317, Skin Sens. 1
102333-75-5, H318, Eye Dam. 1
102333-75-5, H317, Skin Sens. 1
14691-89-5, H302, Acute Tox. 4
151257-01-1, H302, Acute Tox. 4
151257-01-1, H319, Eye Irrit. 2
202483-62-3, H413, Aquatic Chronic 4
24294-01-7, H302, Acute Tox. 4
24294-01-7, H412, Aquatic Chronic 3
217324-98-6, H413, Aquatic Chronic 4
52583-35-4, H413, Aquatic Chronic 4
16634-82-5, H318, Eye Dam. 1
16634-82-5, H317, Skin Sens. 1
16634-82-5, H400, Aquatic Acute 1
16634-82-5, H410, Aquatic Chronic 1
27366-72-9, H360D, Repr. 1B
27366-72-9, H400, Aquatic Acute 1
27366-72-9, H410, Aquatic Chronic 1
17417-32-2, H400, Aquatic Acute 1
17417-32-2, H410, Aquatic Chronic 1
214417-91-1, H317, Skin Sens. 1
214417-91-1, H411, Aquatic Chronic 2
1854-15-5, H413, Aquatic Chronic 4
105043-55-8, H413, Aquatic Chronic 4
53641-10-4, H412, Aquatic Chronic 3
221215-20-9, H317, Skin Sens. 1
221215-20-9, H413, Aquatic Chronic 4
452962-97-9, H413, Aquatic Chronic 4
64026-19-3, H413, Aquatic Chronic 4
406488-30-0, H302, Acute Tox. 4
406488-30-0, H315, Skin Irrit. 2
406488-30-0, H319, Eye Irrit. 2
406488-30-0, H317, Skin Sens. 1
406488-30-0, H411, Aquatic Chronic 2
727678-39-9, H413, Aquatic Chronic 4
368450-39-9, H413, Aquatic Chronic 4
34640-92-1, H319, Eye Irrit. 2
220926-97-6, H332, Acute Tox. 4
220926-97-6, H413, Aquatic Chronic 4
122886-55-9, H413, Aquatic Chronic 4
67129-08-2, H351, Carc. 2
67129-08-2, H317, Skin Sens. 1B
67129-08-2, H400, Aquatic Acute 1
67129-08-2, H410, Aquatic Chronic 1
101463-69-8, H362, Lact.
101463-69-8, H400, Aquatic Acute 1
101463-69-8, H410, Aquatic Chronic 1
32289-58-0, H351, Carc. 2
32289-58-0, H330, Acute Tox. 2
32289-58-0, H302, Acute Tox. 4
32289-58-0, H372, STOT RE 1
32289-58-0, H318, Eye Dam. 1
32289-58-0, H317, Skin Sens. 1B
32289-58-0, H400, Aquatic Acute 1
32289-58-0, H410, Aquatic Chronic 1
27083-27-8, H351, Carc. 2
27083-27-8, H330, Acute Tox. 2
27083-27-8, H302, Acute Tox. 4
27083-27-8, H372, STOT RE 1
27083-27-8, H318, Eye Dam. 1
27083-27-8, H317, Skin Sens. 1B
27083-27-8, H400, Aquatic Acute 1
27083-27-8, H410, Aquatic Chronic 1
2687-91-4, H360D, Repr. 1B
120923-37-7, H400, Aquatic Acute 1
120923-37-7, H410, Aquatic Chronic 1
119168-77-3, H301, Acute Tox. 3
119168-77-3, H332, Acute Tox. 4
119168-77-3, H373, STOT RE 2
119168-77-3, H317, Skin Sens. 1B
119168-77-3, H400, Aquatic Acute 1
119168-77-3, H410, Aquatic Chronic 1
189278-12-4, H351, Carc. 2
189278-12-4, H400, Aquatic Acute 1
189278-12-4, H410, Aquatic Chronic 1
55406-53-6, H331, Acute Tox. 3
55406-53-6, H302, Acute Tox. 4
55406-53-6, H372, STOT RE 1
55406-53-6, H318, Eye Dam. 1
55406-53-6, H317, Skin Sens. 1
55406-53-6, H400, Aquatic Acute 1
55406-53-6, H410, Aquatic Chronic 1
374726-62-2, H400, Aquatic Acute 1
374726-62-2, H410, Aquatic Chronic 1
139528-85-1, H351, Carc. 2
139528-85-1, H373, STOT RE 2
139528-85-1, H400, Aquatic Acute 1
139528-85-1, H410, Aquatic Chronic 1
163515-14-8, H302, Acute Tox. 4
163515-14-8, H317, Skin Sens. 1
163515-14-8, H400, Aquatic Acute 1
163515-14-8, H410, Aquatic Chronic 1
158062-67-0, H302, Acute Tox. 4
946578-00-3, H302, Acute Tox. 4
946578-00-3, H400, Aquatic Acute 1
946578-00-3, H410, Aquatic Chronic 1
1072957-71-1, H331, Acute Tox. 3
1072957-71-1, H301, Acute Tox. 3
1072957-71-1, H400, Aquatic Acute 1
1072957-71-1, H410, Aquatic Chronic 1
658066-35-4, H411, Aquatic Chronic 2
66063-05-6, H400, Aquatic Acute 1
66063-05-6, H410, Aquatic Chronic 1
86479-06-3, H400, Aquatic Acute 1
86479-06-3, H410, Aquatic Chronic 1
183675-82-3, H400, Aquatic Acute 1
183675-82-3, H410, Aquatic Chronic 1
16118-49-3, H351, Carc. 2
16118-49-3, H360D, Repr. 1B
16118-49-3, H302, Acute Tox. 4
16118-49-3, H411, Aquatic Chronic 2
348635-87-0, H351, Carc. 2
348635-87-0, H319, Eye Irrit. 2
348635-87-0, H400, Aquatic Acute 1
348635-87-0, H410, Aquatic Chronic 1
110-05-4, H225, Flam. Liq. 2
110-05-4, H242, Org. Perox. E
110-05-4, H341, Muta. 2
80-15-9, H242, Org. Perox. E
80-15-9, H331, Acute Tox. 3
80-15-9, H312, Acute Tox. 4
80-15-9, H302, Acute Tox. 4
80-15-9, H373, STOT RE 2
80-15-9, H314, Skin Corr. 1B
80-15-9, H411, Aquatic Chronic 2
105-74-8, H242, Org. Perox. D
771-29-9, H242, Org. Perox. D
771-29-9, H302, Acute Tox. 4
771-29-9, H314, Skin Corr. 1B
771-29-9, H400, Aquatic Acute 1
771-29-9, H410, Aquatic Chronic 1
80-43-3, H242, Org. Perox. F
80-43-3, H315, Skin Irrit. 2
80-43-3, H319, Eye Irrit. 2
80-43-3, H411, Aquatic Chronic 2
3457-61-2, H242, Org. Perox. E
3457-61-2, H315, Skin Irrit. 2
3457-61-2, H411, Aquatic Chronic 2
94-36-0, H241, Org. Perox. B
94-36-0, H319, Eye Irrit. 2
94-36-0, H317, Skin Sens. 1
78-18-2, H240, Org. Perox. A
78-18-2, H302, Acute Tox. 4
78-18-2, H314, Skin Corr. 1B
2407-94-5, H240, Org. Perox. A
2407-94-5, H302, Acute Tox. 4
2407-94-5, H314, Skin Corr. 1B
2699-11-8, H240, Org. Perox. A
2699-11-8, H302, Acute Tox. 4
2699-11-8, H314, Skin Corr. 1B
12262-58-7, H240, Org. Perox. A
12262-58-7, H302, Acute Tox. 4
12262-58-7, H314, Skin Corr. 1B
78-18-2, H242, Org. Perox. C
78-18-2, H302, Acute Tox. 4
78-18-2, H314, Skin Corr. 1B
2407-94-5, H242, Org. Perox. C
2407-94-5, H302, Acute Tox. 4
2407-94-5, H314, Skin Corr. 1B
2699-11-8, H242, Org. Perox. C
2699-11-8, H302, Acute Tox. 4
2699-11-8, H314, Skin Corr. 1B
12262-58-7, H242, Org. Perox. C
12262-58-7, H302, Acute Tox. 4
12262-58-7, H314, Skin Corr. 1B
80-47-7, H242, Org. Perox. D
80-47-7, H332, Acute Tox. 4
80-47-7, H314, Skin Corr. 1B
116753-76-5, H242, Org. Perox. C
116753-76-5, H400, Aquatic Acute 1
116753-76-5, H410, Aquatic Chronic 1
104788-63-8, H242, Org. Perox. C
104788-63-8, H318, Eye Dam. 1
104788-63-8, H317, Skin Sens. 1
104788-63-8, H400, Aquatic Acute 1
895-85-2, H241, Org. Perox. B
895-85-2, H400, Aquatic Acute 1
895-85-2, H410, Aquatic Chronic 1
32144-25-5, H242, Org. Perox. D
32144-25-5, H413, Aquatic Chronic 4
71566-50-2, H242, Org. Perox. C
71566-50-2, H411, Aquatic Chronic 2
128275-31-0, H242, Org. Perox. D
128275-31-0, H318, Eye Dam. 1
128275-31-0, H400, Aquatic Acute 1
117663-11-3, H226, Flam. Liq. 3
117663-11-3, H242, Org. Perox. D
117663-11-3, H411, Aquatic Chronic 2
75-91-2, H341, Muta. 2
9001-22-3, H334, Resp. Sens. 1
9012-54-8, H334, Resp. Sens. 1
37329-65-0, H334, Resp. Sens. 1
9001-00-7, H335, STOT SE 3
9001-00-7, H315, Skin Irrit. 2
9001-00-7, H319, Eye Irrit. 2
9001-00-7, H334, Resp. Sens. 1
9001-33-6, H335, STOT SE 3
9001-33-6, H315, Skin Irrit. 2
9001-33-6, H319, Eye Irrit. 2
9001-33-6, H334, Resp. Sens. 1
9001-73-4, H335, STOT SE 3
9001-73-4, H315, Skin Irrit. 2
9001-73-4, H319, Eye Irrit. 2
9001-73-4, H334, Resp. Sens. 1
9001-75-6, H335, STOT SE 3
9001-75-6, H315, Skin Irrit. 2
9001-75-6, H319, Eye Irrit. 2
9001-75-6, H334, Resp. Sens. 1
9001-98-3, H335, STOT SE 3
